CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Historical_CLV,AOV,Predicted_CLV,Span_Days,Frequency_Per_Year
12372.0,72,3,1298.04,3,2,3,323,Potential Loyalist,1298.04,432.68,2115.109821428571,224,4.888392857142857
12373.0,311,3,1127.65,2,2,3,223,Others,1127.65,375.8833333333334,1136.9951657458566,362,3.0248618784530388
12374.0,25,4,2989.2200000000003,4,3,4,434,Champions,2989.2200000000003,747.3050000000001,1937.9490230905865,563,2.5932504440497337
12375.0,11,2,457.5,4,2,2,422,Potential Loyalist,457.5,228.75,1919.3965517241381,87,8.39080459770115
12376.0,390,2,503.15,1,2,2,122,Others,503.15,251.575,6558.919642857142,28,26.07142857142857
12377.0,315,4,3426.32,2,3,4,234,Others,3426.32,856.58,4564.2583941605835,274,5.328467153284671
12378.0,130,2,5416.32,2,2,4,224,Others,5416.32,2708.16,4576.288888888889,432,1.6898148148148149
12379.0,82,4,1620.22,3,3,3,333,Others,1620.22,405.055,1308.3634955752211,452,3.230088495575221
12380.0,22,11,9676.300000000001,4,4,4,444,Champions,9676.300000000001,879.6636363636364,5518.51484375,640,6.2734375
12381.0,5,5,1845.31,4,3,3,433,Loyal Customers,1845.31,369.062,5856.853478260869,115,15.869565217391305
12383.0,185,5,1850.56,2,3,3,233,Others,1850.56,370.11199999999997,4044.637125748502,167,10.92814371257485
12384.0,29,2,585.27,3,2,2,322,Potential Loyalist,585.27,292.635,2321.995108695652,92,7.934782608695651
12385.0,379,1,1938.4,2,1,3,213,Others,1938.4,1938.4,100796.8,1,52.0
12386.0,338,2,401.9,2,2,2,222,Others,401.9,200.95,5058.396551724137,29,25.172413793103445
12387.0,415,1,143.94,1,1,1,111,Lost Customers,143.94,143.94,7484.88,1,52.0
12388.0,16,8,3901.11,4,4,4,444,Champions,3901.11,487.63875,2515.733480565371,566,5.159010600706713
12389.0,403,3,1433.33,1,2,3,123,Others,1433.33,477.77666666666664,2067.8476284584976,253,4.328063241106719
12390.0,80,1,549.84,3,1,2,312,Potential Loyalist,549.84,549.84,28591.68,1,52.0
12391.0,22,6,2724.84,4,3,4,434,Champions,2724.84,454.14000000000004,1551.5859594383778,641,3.4165366614664587
12392.0,591,1,234.75000000000003,1,1,1,111,Lost Customers,234.75000000000003,234.75000000000003,12207.000000000002,1,52.0
12393.0,72,6,2399.4500000000003,3,3,4,334,Others,2399.4500000000003,399.90833333333336,2460.110252808989,356,6.151685393258427
12394.0,64,2,1272.48,3,2,3,323,Potential Loyalist,1272.48,636.24,3035.654901960784,153,4.771241830065359
12395.0,19,15,4721.17,4,4,4,444,Champions,4721.17,314.74466666666666,2955.792538593482,583,9.391080617495712
12396.0,674,1,931.43,1,1,3,113,Lost Customers,931.43,931.43,48434.36,1,52.0
12397.0,36,2,2409.9,3,2,4,324,Potential Loyalist,2409.9,1204.95,8884.984848484848,99,7.373737373737374
12398.0,46,1,1635.6599999999999,3,1,3,313,Potential Loyalist,1635.6599999999999,1635.6599999999999,85054.31999999999,1,52.0
12399.0,119,7,1962.3,2,3,3,233,Others,1962.3,280.3285714285714,1364.2657142857145,525,4.866666666666667
12400.0,414,1,205.25,1,1,1,111,Lost Customers,205.25,205.25,10673.0,1,52.0
12401.0,303,1,84.3,2,1,1,211,Others,84.3,84.3,4383.599999999999,1,52.0
12402.0,323,6,1256.9,2,3,3,233,Others,1256.9,209.48333333333335,1322.099423631124,347,6.311239193083574
12403.0,50,2,1019.36,3,2,3,323,Potential Loyalist,1019.36,509.68,789.9498938428875,471,1.5498938428874736
12404.0,682,1,63.24,1,1,1,111,Lost Customers,63.24,63.24,3288.48,1,52.0
12405.0,149,1,1710.39,2,1,3,213,Others,1710.39,1710.39,88940.28,1,52.0
12406.0,22,5,6390.36,4,3,4,434,Champions,6390.36,1278.072,3455.528,675,2.7037037037037037
12407.0,50,5,1708.1200000000001,3,3,3,333,Others,1708.1200000000001,341.624,2913.382242990654,214,8.528037383177569
12408.0,33,8,4340.7699999999995,3,4,4,344,Champions,4340.7699999999995,542.5962499999999,3407.2710752688167,465,6.279569892473118
12409.0,79,7,23419.29,3,3,4,334,Others,23419.29,3345.612857142857,17588.56141975309,486,5.257201646090535
12410.0,309,3,1013.71,2,2,3,223,Others,1013.71,337.90333333333336,1917.1199481865285,193,5.6735751295336785
12411.0,410,1,346.9,1,1,2,112,Lost Customers,346.9,346.9,18038.8,1,52.0
12412.0,75,6,2596.93,3,3,4,334,Others,2596.93,432.82166666666666,2042.843642241379,464,4.719827586206896
12413.0,67,4,999.45,3,3,3,333,Others,999.45,249.8625,1088.952985074627,335,4.358208955223881
12414.0,217,6,952.41,2,3,3,233,Others,952.41,158.73499999999999,1413.1286585365851,246,8.902439024390244
12415.0,24,28,144458.37,4,4,4,444,Champions,144458.37,5159.2275,104825.65616302186,503,20.318091451292247
12416.0,657,1,202.56,1,1,1,111,Lost Customers,202.56,202.56,10533.12,1,52.0
12417.0,3,20,6797.41,4,4,4,444,Champions,6797.41,339.8705,3398.705,730,10.0
12418.0,113,4,2021.2,2,3,3,233,Others,2021.2,505.3,1426.9593810444874,517,2.8239845261121856
12419.0,386,2,503.01,1,2,2,122,Others,503.01,251.505,6799.95,27,27.037037037037038
12420.0,64,1,600.39,3,1,2,312,Potential Loyalist,600.39,600.39,31220.28,1,52.0
12421.0,16,6,1098.6,4,3,3,433,Loyal Customers,1098.6,183.1,820.0184049079754,489,4.478527607361963
12422.0,96,17,5231.8,3,4,4,344,Champions,5231.8,307.7529411764706,3055.3712,625,9.928
12423.0,1,10,2622.39,4,4,4,444,Champions,2622.39,262.239,2058.4351612903224,465,7.849462365591398
12424.0,163,4,3340.03,2,3,4,234,Others,3340.03,835.0075,3166.521948051948,385,3.792207792207792
12425.0,78,2,1741.41,3,2,3,323,Potential Loyalist,1741.41,870.705,1717.8774324324324,370,1.9729729729729728
12426.0,195,2,1345.21,2,2,3,223,Others,1345.21,672.605,1049.148824786325,468,1.5598290598290598
12427.0,22,3,825.8,4,2,2,422,Potential Loyalist,825.8,275.26666666666665,863.6590257879656,349,3.1375358166189113
12428.0,26,9,7956.46,4,4,4,444,Champions,7956.46,884.0511111111111,11300.030739299613,257,12.782101167315176
12429.0,9,8,6204.41,4,4,4,444,Champions,6204.41,775.55125,4217.150186219739,537,5.437616387337058
12430.0,43,1,256.4,3,1,1,311,Potential Loyalist,256.4,256.4,13332.8,1,52.0
12431.0,36,27,10432.22,3,4,4,344,Champions,10432.22,386.3785185185185,5786.869756838905,658,14.977203647416413
12432.0,43,5,5059.32,3,3,4,334,Others,5059.32,1011.8639999999999,14315.130232558138,129,14.147286821705427
12433.0,1,10,16794.14,4,4,4,444,Champions,16794.14,1679.414,12877.859453781513,476,7.668067226890757
12434.0,85,3,1103.43,3,2,3,323,Potential Loyalist,1103.43,367.81,1360.6484797297296,296,3.699324324324324
12435.0,80,6,13925.93,3,3,4,334,Others,13925.93,2320.9883333333332,7736.627777777777,657,3.333333333333333
12436.0,100,1,509.01,2,1,2,212,Others,509.01,509.01,26468.52,1,52.0
12437.0,2,39,12683.4,4,4,4,444,Champions,12683.4,325.2153846153846,6298.559183673468,735,19.36734693877551
12438.0,14,2,2906.85,4,2,4,424,Potential Loyalist,2906.85,1453.425,8488.002,125,5.840000000000001
12439.0,683,2,1142.88,1,2,3,123,Others,1142.88,571.44,9701.190697674418,43,16.97674418604651
12440.0,462,2,859.2,1,2,2,122,Others,859.2,429.6,1229.8352941176472,255,2.8627450980392157
12441.0,367,1,173.55,2,1,1,211,Others,173.55,173.55,9024.6,1,52.0
12442.0,3,1,172.06,4,1,1,411,Potential Loyalist,172.06,172.06,8947.12,1,52.0
12443.0,732,1,485.31,1,1,2,112,Lost Customers,485.31,485.31,25236.12,1,52.0
12444.0,21,5,5005.46,4,3,4,434,Champions,5005.46,1001.092,12261.697315436242,149,12.248322147651008
12445.0,22,2,434.98,4,2,2,422,Potential Loyalist,434.98,217.49,398.91381909547744,398,1.8341708542713568
12446.0,58,1,1002.3100000000001,3,1,3,313,Potential Loyalist,1002.3100000000001,1002.3100000000001,52120.12,1,52.0
12447.0,243,1,476.49,2,1,2,212,Others,476.49,476.49,24777.48,1,52.0
12448.0,44,1,449.45,3,1,2,312,Potential Loyalist,449.45,449.45,23371.399999999998,1,52.0
12449.0,22,6,4835.89,4,3,4,434,Champions,4835.89,805.9816666666667,4243.028485576923,416,5.264423076923077
12450.0,156,5,688.2,2,3,2,232,Others,688.2,137.64000000000001,789.9150943396228,318,5.738993710691824
12451.0,11,8,12669.88,4,4,4,444,Champions,12669.88,1583.735,8927.618146718147,518,5.637065637065637
12452.0,17,2,430.57,4,2,2,422,Potential Loyalist,430.57,215.285,11194.82,1,52.0
12453.0,134,1,707.09,2,1,2,212,Others,707.09,707.09,36768.68,1,52.0
12454.0,56,5,16679.78,3,3,4,334,Others,16679.78,3335.9559999999997,16725.603571428568,364,5.013736263736264
12455.0,73,10,5879.95,3,4,4,344,Champions,5879.95,587.995,3312.0088734567903,648,5.632716049382716
12456.0,44,3,3181.04,3,2,4,324,Potential Loyalist,3181.04,1060.3466666666666,5528.9504761904755,210,5.214285714285714
12457.0,66,8,2995.91,3,4,4,344,Champions,2995.91,374.48875,2971.4868206521737,368,7.934782608695651
12458.0,71,4,1777.49,3,3,3,333,Others,1777.49,444.3725,1559.5765625,416,3.5096153846153846
12459.0,605,1,454.36,1,1,2,112,Lost Customers,454.36,454.36,23626.72,1,52.0
12460.0,456,1,326.65,1,1,1,111,Lost Customers,326.65,326.65,16985.8,1,52.0
12461.0,94,2,826.88,3,2,2,322,Potential Loyalist,826.88,413.44,5030.186666666667,60,12.166666666666668
12462.0,19,2,1189.59,4,2,3,423,Potential Loyalist,1189.59,594.795,1528.8744718309858,284,2.5704225352112675
12463.0,53,4,1344.78,3,3,3,333,Others,1344.78,336.195,2610.876063829787,188,7.76595744680851
12464.0,10,8,1212.05,4,4,3,443,Champions,1212.05,151.50625,1479.5928093645484,299,9.765886287625419
12465.0,17,2,742.1899999999999,4,2,2,422,Potential Loyalist,742.1899999999999,371.09499999999997,1782.2325657894735,152,4.802631578947368
12466.0,682,1,56.73,1,1,1,111,Lost Customers,56.73,56.73,2949.96,1,52.0
12467.0,423,1,132.8,1,1,1,111,Lost Customers,132.8,132.8,6905.6,1,52.0
12468.0,188,5,3670.74,2,3,4,234,Others,3670.74,734.1479999999999,2706.707272727272,495,3.6868686868686864
12469.0,523,2,3070.54,1,2,4,124,Others,3070.54,1535.27,79834.04,14,52.0
12470.0,690,1,211.95,1,1,1,111,Lost Customers,211.95,211.95,11021.4,1,52.0
12471.0,2,79,39918.19,4,4,4,444,Champions,39918.19,505.2935443037975,19959.095,730,39.5
12472.0,32,19,16249.289999999999,3,4,4,344,Champions,16249.289999999999,855.2257894736841,8558.428354978352,693,10.007215007215006
12473.0,29,5,3928.0499999999997,3,3,4,334,Others,3928.0499999999997,785.6099999999999,8850.23611111111,162,11.265432098765432
12474.0,17,31,12372.75,4,4,4,444,Champions,12372.75,399.1209677419355,6958.480354391372,649,17.43451463790447
12475.0,54,2,1149.64,3,2,3,323,Potential Loyalist,1149.64,574.82,1178.70393258427,356,2.0505617977528092
12476.0,16,23,14083.91,4,4,4,444,Champions,14083.91,612.3439130434782,10577.422119341561,486,17.273662551440328
12477.0,23,9,20276.37,4,4,4,444,Champions,20276.37,2252.93,12334.79175,600,5.4750000000000005
12478.0,4,1,680.99,4,1,2,412,Potential Loyalist,680.99,680.99,35411.48,1,52.0
12479.0,11,1,527.2,4,1,2,412,Potential Loyalist,527.2,527.2,27414.4,1,52.0
12480.0,28,7,5464.85,3,3,4,334,Others,5464.85,780.6928571428572,4164.2385177453025,479,5.334029227557411
12481.0,23,15,12185.51,4,4,4,444,Champions,12185.51,812.3673333333334,7615.94375,584,9.375
12482.0,576,29,23691.4,1,4,4,144,At Risk,23691.4,816.944827586207,42481.131034482765,77,52.0
12483.0,17,19,5097.18,4,4,4,444,Champions,5097.18,268.27263157894737,2818.895,660,10.507575757575758
12484.0,33,12,6354.1,3,4,4,344,Champions,6354.1,529.5083333333333,3579.0841049382716,648,6.7592592592592595
12485.0,529,1,708.1,1,1,2,112,Lost Customers,708.1,708.1,36821.200000000004,1,52.0
12486.0,432,1,1037.28,1,1,3,113,Lost Customers,1037.28,1037.28,53938.56,1,52.0
12487.0,731,1,285.29999999999995,1,1,1,111,Lost Customers,285.29999999999995,285.29999999999995,14835.599999999999,1,52.0
12488.0,10,3,1298.66,4,2,3,423,Potential Loyalist,1298.66,432.8866666666667,7292.475384615385,65,16.846153846153847
12489.0,336,1,334.93,2,1,1,211,Others,334.93,334.93,17416.36,1,52.0
12490.0,5,21,9823.64,4,4,4,444,Champions,9823.64,467.79238095238094,4891.717053206003,733,10.457025920873125
12491.0,39,1,460.40000000000003,3,1,2,312,Potential Loyalist,460.40000000000003,460.40000000000003,23940.800000000003,1,52.0
12492.0,63,3,715.21,3,2,2,322,Potential Loyalist,715.21,238.40333333333334,767.7989705882353,340,3.2205882352941178
12493.0,166,2,433.74,2,2,2,222,Others,433.74,216.87,5106.93870967742,31,23.548387096774196
12494.0,16,9,1815.27,4,4,3,443,Champions,1815.27,201.69666666666666,1183.1670535714286,560,5.866071428571429
12495.0,641,1,357.4,1,1,2,112,Lost Customers,357.4,357.4,18584.8,1,52.0
12496.0,620,2,45.34,1,2,1,121,Others,45.34,22.67,1178.8400000000001,1,52.0
12497.0,82,3,6248.5,3,2,4,324,Potential Loyalist,6248.5,2082.8333333333335,4050.98134991119,563,1.9449378330373002
12498.0,21,3,403.70000000000005,4,2,2,422,Potential Loyalist,403.70000000000005,134.5666666666667,4093.0694444444453,36,30.416666666666668
12499.0,560,1,393.72,1,1,2,112,Lost Customers,393.72,393.72,20473.440000000002,1,52.0
12500.0,23,19,5955.21,4,4,4,444,Champions,5955.21,313.4321052631579,3344.079461538461,650,10.669230769230769
12501.0,337,1,2169.39,2,1,3,213,Others,2169.39,2169.39,112808.28,1,52.0
12502.0,96,5,3723.87,3,3,4,334,Others,3723.87,744.774,6351.46051401869,214,8.528037383177569
12503.0,584,1,1126.0,1,1,3,113,Lost Customers,1126.0,1126.0,58552.0,1,52.0
12504.0,18,4,779.05,4,3,2,432,Loyal Customers,779.05,194.7625,491.9606401384083,578,2.5259515570934257
12505.0,409,1,955.2,1,1,3,113,Lost Customers,955.2,955.2,49670.4,1,52.0
12506.0,233,1,73.5,2,1,1,211,Others,73.5,73.5,3822.0,1,52.0
12507.0,134,4,1844.06,2,3,3,233,Others,1844.06,461.015,1495.7375555555554,450,3.2444444444444445
12508.0,26,2,397.88,4,2,2,422,Potential Loyalist,397.88,198.94,10344.88,2,52.0
12509.0,284,1,176.5,2,1,1,211,Others,176.5,176.5,9178.0,1,52.0
12510.0,143,9,5178.02,2,4,4,244,Others,5178.02,575.3355555555556,3192.5292229729735,592,5.548986486486487
12511.0,429,1,3084.02,1,1,4,114,Lost Customers,3084.02,3084.02,160369.04,1,52.0
12512.0,66,2,132.18,3,2,1,321,Potential Loyalist,132.18,66.09,3436.6800000000003,1,52.0
12513.0,113,1,612.29,2,1,2,212,Others,612.29,612.29,31839.079999999998,1,52.0
12514.0,267,2,1597.76,2,2,3,223,Others,1597.76,798.88,1559.311229946524,374,1.9518716577540107
12515.0,353,1,383.7,2,1,2,212,Others,383.7,383.7,19952.399999999998,1,52.0
12516.0,78,4,2648.62,3,3,4,334,Others,2648.62,662.155,1855.5591170825335,521,2.802303262955854
12517.0,28,5,2481.6,3,3,4,334,Others,2481.6,496.32,5625.987577639751,161,11.335403726708075
12518.0,1,5,2056.89,4,3,3,433,Loyal Customers,2056.89,411.378,6887.750917431193,109,16.743119266055047
12519.0,64,2,716.54,3,2,2,322,Potential Loyalist,716.54,358.27,633.2617433414044,413,1.7675544794188864
12520.0,79,5,2634.26,3,3,4,334,Others,2634.26,526.8520000000001,4956.210824742268,194,9.40721649484536
12521.0,143,1,599.68,2,1,2,212,Others,599.68,599.68,31183.359999999997,1,52.0
12522.0,39,2,192.72,3,2,1,321,Potential Loyalist,192.72,96.36,5010.72,12,52.0
12523.0,19,23,4352.35,4,4,4,444,Champions,4352.35,189.2326086956522,2231.1906601123596,712,11.790730337078651
12524.0,9,17,11126.11,4,4,4,444,Champions,11126.11,654.4770588235294,6153.075984848486,660,9.401515151515152
12525.0,498,3,973.73,1,2,3,123,Others,973.73,324.57666666666665,2385.311744966443,149,7.348993288590604
12526.0,1,3,1316.66,4,2,3,423,Potential Loyalist,1316.66,438.8866666666667,5167.536559139785,93,11.774193548387096
12527.0,82,5,735.51,3,3,2,332,Others,735.51,147.102,600.5842281879195,447,4.082774049217003
12528.0,9,6,1933.48,4,3,3,433,Loyal Customers,1933.48,322.24666666666667,2329.1095709570955,303,7.227722772277227
12529.0,528,1,316.48,1,1,1,111,Lost Customers,316.48,316.48,16456.96,1,52.0
12530.0,60,9,3759.26,3,4,4,344,Champions,3759.26,417.6955555555556,2357.6115120274917,582,5.644329896907217
12531.0,15,2,1933.2,4,2,3,423,Potential Loyalist,1933.2,966.6,1051.591654247392,671,1.0879284649776453
12532.0,30,1,349.83000000000004,3,1,2,312,Potential Loyalist,349.83000000000004,349.83000000000004,18191.160000000003,1,52.0
12533.0,628,2,1367.89,1,2,3,123,Others,1367.89,683.945,4538.907727272728,110,6.636363636363637
12534.0,131,1,1089.18,2,1,3,213,Others,1089.18,1089.18,56637.36,1,52.0
12535.0,92,2,716.35,3,2,2,322,Potential Loyalist,716.35,358.175,2781.571808510638,94,7.76595744680851
12536.0,43,3,12601.830000000002,3,2,4,324,Potential Loyalist,12601.830000000002,4200.610000000001,218431.72000000003,15,52.0
12537.0,409,1,732.94,1,1,2,112,Lost Customers,732.94,732.94,38112.880000000005,1,52.0
12538.0,29,2,640.45,3,2,2,322,Potential Loyalist,640.45,320.225,669.8116045845273,349,2.0916905444126077
12539.0,22,7,11214.75,4,3,4,434,Champions,11214.75,1602.107142857143,5898.247478386167,694,3.6815561959654177
12540.0,20,33,22254.49,4,4,4,444,Champions,22254.49,674.3784848484848,11408.551755617978,712,16.917134831460675
12541.0,30,3,981.18,3,2,3,323,Potential Loyalist,981.18,327.06,1426.8155378486058,251,4.362549800796813
12542.0,484,2,481.88,1,2,2,122,Others,481.88,240.94,1127.475641025641,156,4.679487179487179
12543.0,448,1,980.25,1,1,3,113,Lost Customers,980.25,980.25,50973.0,1,52.0
12544.0,36,1,372.7,3,1,2,312,Potential Loyalist,372.7,372.7,19380.399999999998,1,52.0
12545.0,75,2,1000.39,3,2,3,323,Potential Loyalist,1000.39,500.195,1984.4692934782606,184,3.9673913043478257
12546.0,47,2,1161.5,3,2,3,323,Potential Loyalist,1161.5,580.75,13675.725806451614,31,23.548387096774196
12547.0,198,3,383.58,2,2,2,222,Others,383.58,127.86,463.5983443708609,302,3.6258278145695364
12548.0,166,1,95.19999999999999,2,1,1,211,Others,95.19999999999999,95.19999999999999,4950.4,1,52.0
12549.0,576,6,1575.68,1,3,3,133,At Risk,1575.68,262.61333333333334,4753.084297520661,121,18.099173553719005
12550.0,79,1,964.83,3,1,3,313,Potential Loyalist,964.83,964.83,50171.16,1,52.0
12551.0,358,1,168.0,2,1,1,211,Others,168.0,168.0,8736.0,1,52.0
12552.0,39,2,437.82,3,2,2,322,Potential Loyalist,437.82,218.91,11383.32,1,52.0
12553.0,8,12,4608.75,4,4,4,444,Champions,4608.75,384.0625,4053.4789156626507,415,10.55421686746988
12554.0,449,1,468.5,1,1,2,112,Lost Customers,468.5,468.5,24362.0,1,52.0
12555.0,682,1,129.23,1,1,1,111,Lost Customers,129.23,129.23,6719.959999999999,1,52.0
12556.0,50,2,599.56,3,2,2,322,Potential Loyalist,599.56,299.78,2188.3940000000002,100,7.300000000000001
12557.0,16,8,18096.14,4,4,4,444,Champions,18096.14,2262.0175,9355.653116147309,706,4.135977337110481
12558.0,8,1,269.96,4,1,1,411,Potential Loyalist,269.96,269.96,14037.919999999998,1,52.0
12559.0,311,2,561.71,2,2,2,222,Others,561.71,280.855,14604.460000000001,8,52.0
12560.0,5,3,2134.01,4,2,3,423,Potential Loyalist,2134.01,711.3366666666667,5685.501094890511,137,7.992700729927007
12561.0,303,1,238.85,2,1,1,211,Others,238.85,238.85,12420.199999999999,1,52.0
12562.0,8,9,4966.92,4,4,4,444,Champions,4966.92,551.88,4245.727868852459,427,7.693208430913349
12563.0,409,1,249.24,1,1,1,111,Lost Customers,249.24,249.24,12960.48,1,52.0
12564.0,261,1,456.9,2,1,2,212,Others,456.9,456.9,23758.8,1,52.0
12565.0,289,1,145.92,2,1,1,211,Others,145.92,145.92,7587.839999999999,1,52.0
12566.0,86,1,351.65,3,1,2,312,Potential Loyalist,351.65,351.65,18285.8,1,52.0
12567.0,23,15,11767.48,4,4,4,444,Champions,11767.48,784.4986666666666,6669.456832298137,644,8.501552795031056
12568.0,645,1,70.0,1,1,1,111,Lost Customers,70.0,70.0,3640.0,1,52.0
12569.0,2,32,4124.69,4,4,4,444,Champions,4124.69,128.8965625,6022.0474,250,46.720000000000006
12570.0,682,1,77.52,1,1,1,111,Lost Customers,77.52,77.52,4031.04,1,52.0
12571.0,40,2,519.61,3,2,2,322,Potential Loyalist,519.61,259.805,2341.4524691358024,81,9.012345679012345
12572.0,9,2,1020.42,4,2,3,423,Potential Loyalist,1020.42,510.21,8661.704651162789,43,16.97674418604651
12573.0,227,5,717.41,2,3,2,232,Others,717.41,143.482,1104.87194092827,237,7.70042194092827
12574.0,316,1,218.45,2,1,1,211,Others,218.45,218.45,11359.4,1,52.0
12575.0,457,2,622.8199999999999,1,2,2,122,Others,622.8199999999999,311.40999999999997,3294.627536231884,69,10.579710144927537
12576.0,36,8,2142.72,3,4,3,343,Others,2142.72,267.84,1596.1077551020405,490,5.959183673469387
12577.0,35,8,1617.1,3,4,3,343,Others,1617.1,202.1375,843.2021428571429,700,4.171428571428572
12578.0,21,4,4642.45,4,3,4,434,Champions,4642.45,1160.6125,4015.389218009479,422,3.459715639810427
12579.0,78,1,440.42,3,1,2,312,Potential Loyalist,440.42,440.42,22901.84,1,52.0
12580.0,247,2,1052.9,2,2,3,223,Others,1052.9,526.45,1168.1109422492405,329,2.218844984802432
12581.0,40,1,197.71,3,1,1,311,Potential Loyalist,197.71,197.71,10280.92,1,52.0
12582.0,239,4,1980.4,2,3,3,233,Others,1980.4,495.1,2138.597633136095,338,4.319526627218935
12583.0,3,27,13591.58,4,4,4,444,Champions,13591.58,503.39185185185187,6795.79,730,13.5
12584.0,4,9,2338.15,4,4,4,444,Champions,2338.15,259.7944444444445,3092.1186594202904,276,11.902173913043478
12585.0,234,2,2040.1,2,2,3,223,Others,2040.1,1020.05,6364.414529914529,117,6.239316239316239
12586.0,17,4,2062.67,4,3,3,433,Loyal Customers,2062.67,515.6675,1066.3945467422095,706,2.0679886685552407
12587.0,8,1,144.0,4,1,1,411,Potential Loyalist,144.0,144.0,7488.0,1,52.0
12588.0,39,4,958.78,3,3,3,333,Others,958.78,239.695,627.1589605734767,558,2.6164874551971327
12589.0,29,8,4695.66,3,4,4,344,Champions,4695.66,586.9575,2596.8422727272728,660,4.424242424242425
12590.0,211,2,9864.26,2,2,4,224,Others,9864.26,4932.13,256470.76,1,52.0
12591.0,317,3,1338.95,2,2,3,223,Others,1338.95,446.31666666666666,5370.513736263736,91,12.032967032967033
12592.0,92,5,2582.66,3,3,4,334,Others,2582.66,516.5319999999999,2207.66018735363,427,4.27400468384075
12593.0,109,3,418.09999999999997,2,2,2,222,Others,418.09999999999997,139.36666666666665,1387.331818181818,110,9.954545454545455
12594.0,38,15,5090.110000000001,3,4,4,344,Champions,5090.110000000001,339.3406666666667,3055.740378289474,608,9.004934210526315
12595.0,505,1,299.02,1,1,1,111,Lost Customers,299.02,299.02,15549.039999999999,1,52.0
12596.0,51,2,618.27,3,2,2,322,Potential Loyalist,618.27,309.135,1187.729210526316,190,3.842105263157895
12597.0,19,4,3811.22,4,3,4,434,Champions,3811.22,952.805,5609.255241935484,248,5.887096774193549
12598.0,10,11,4534.09,4,4,4,444,Champions,4534.09,412.19,2589.8949139280126,639,6.283255086071987
12599.0,29,13,2296.72,3,4,4,344,Champions,2296.72,176.67076923076922,1529.7496350364963,548,8.658759124087592
12600.0,29,21,4967.42,3,4,4,344,Champions,4967.42,236.54380952380953,2579.101422475107,703,10.903271692745378
12601.0,190,6,681.26,2,3,2,232,Others,681.26,113.54333333333334,1161.96214953271,214,10.233644859813083
12602.0,59,1,153.12,3,1,1,311,Potential Loyalist,153.12,153.12,7962.24,1,52.0
12603.0,22,1,739.1999999999999,4,1,2,412,Potential Loyalist,739.1999999999999,739.1999999999999,38438.399999999994,1,52.0
